labels,preds,error
1.339999949336051932e+00,1.276423903405666360e+00,6.357604593038557184e-02
1.239999970793723927e+00,1.262118197381496332e+00,2.211822658777240491e-02
1.139999992251396144e+00,1.229695326685905421e+00,8.969533443450927734e-02
1.210000012814998582e+00,1.188072812855243576e+00,2.192719995975500602e-02
1.189999981522560146e+00,1.144702236354350866e+00,4.529774516820928021e-02
1.099999988973140663e+00,1.127550642788410107e+00,2.755065381526944357e-02
1.139999992251396144e+00,1.124181611537933279e+00,1.581838071346286512e-02
1.090000002980232141e+00,1.117951510250568381e+00,2.795150727033623994e-02
1.059999985694885183e+00,1.093799125850200671e+00,3.379914015531548799e-02
1.030000027716159838e+00,1.041631420254707230e+00,1.163139253854739152e-02
9.799999791383742220e-01,9.873203140497206487e-01,7.320334911346426665e-03
1.000000010430812880e+00,9.391238391399383545e-01,6.087617129087452561e-02
9.799999791383742220e-01,9.215068072080612183e-01,5.849317193031300377e-02
9.200000038743019193e-01,9.127893269062041792e-01,7.210676968097740058e-03
9.100000178813933971e-01,8.923513755202292508e-01,1.764864236116414631e-02
8.300000113248824363e-01,8.515856644511221596e-01,2.158565312623972332e-02
8.199999956786632183e-01,8.034002798795699674e-01,1.659971579909325090e-02
8.199999956786632183e-01,7.669372642040253041e-01,5.306273147463791418e-02
7.399999891221522574e-01,7.511905258893966097e-01,1.119053676724435231e-02
7.599999907612799976e-01,7.321380068361759141e-01,2.786198392510408350e-02
7.500000047683714754e-01,7.243216016888618380e-01,2.567840307950963741e-02
7.300000031292438463e-01,7.222103156149386471e-01,7.789687514305199123e-03
7.399999891221522574e-01,7.366015714406967119e-01,3.398417681455545569e-03
6.800000138580799547e-01,7.605776076018809784e-01,8.057759374380102368e-02
6.499999965727328854e-01,7.653816811740398185e-01,1.153816846013069330e-01
7.100000014901161061e-01,7.641082790493964882e-01,5.410827755928038219e-02
7.700000064074992157e-01,7.621335761249065088e-01,7.866430282592706824e-03
7.300000031292438463e-01,7.835255634784697998e-01,5.352556034922595352e-02
7.799999924004077378e-01,7.615368032455444025e-01,1.846318915486333534e-02
7.999999940395354781e-01,7.500582735240459709e-01,4.994172051548950719e-02
7.999999940395354781e-01,7.613618487119674372e-01,3.863814532756804088e-02
8.600000286102293945e-01,7.775026202201842374e-01,8.249740839004515713e-02
8.999999725818632612e-01,8.138442352414130276e-01,8.615573734045023357e-02
8.899999865889549611e-01,8.435739922523497469e-01,4.642599433660521413e-02
9.799999791383742220e-01,9.230391123890875349e-01,5.696086674928668714e-02
1.040000013709068138e+00,9.744641211628912725e-01,6.553589254617686599e-02
1.080000016987323619e+00,1.020798901915550116e+00,5.920111507177350241e-02
1.189999981522560146e+00,1.069789195954799599e+00,1.202107855677605475e-01
1.149999978244304666e+00,1.126712047159671659e+00,2.328793108463300676e-02
1.210000012814998582e+00,1.154287965595722110e+00,5.571204721927647263e-02
1.300000005364417843e+00,1.178464962244033742e+00,1.215350431203841008e-01
1.229999984800815405e+00,1.233379098176956123e+00,3.379113376140718827e-03
1.399999983906745848e+00,1.253673349618911637e+00,1.463266342878342119e-01
1.349999994635581846e+00,1.290209371745586253e+00,5.979062288999559271e-02
1.360000039935111982e+00,1.327585531473159719e+00,3.241450846195226276e-02
1.419999955892562893e+00,1.356984654068946750e+00,6.301530182361614330e-02
1.460000018477439765e+00,1.371001655459404001e+00,8.899836301803576433e-02
1.469999945163726673e+00,1.395723502039909247e+00,7.427644312381742608e-02
1.410000029206275984e+00,1.413990653157234156e+00,3.990623950958172017e-03
1.490000035762786723e+00,1.400010066032409517e+00,8.998996973037720615e-02
1.499999962449073632e+00,1.419780758619308525e+00,8.021920382976510666e-02
1.399999983906745848e+00,1.437546175718307451e+00,3.754619181156160224e-02
1.399999983906745848e+00,1.405297963023185659e+00,5.297979116439810454e-03
1.315000014007091433e+00,1.370570614933967590e+00,5.557060092687615693e-02
1.229999984800815405e+00,1.314762313067912913e+00,8.476232826709750867e-02
1.229999984800815405e+00,1.251865565180778406e+00,2.186558037996300108e-02
1.200000026822090060e+00,1.210082211792468998e+00,1.008218497037893790e-02
1.170000009536743102e+00,1.142201987802982321e+00,2.779802173376078045e-02
1.019999982416629702e+00,1.067965695261955172e+00,4.796571284532546997e-02
9.699999931454656998e-01,9.871730557084081870e-01,1.717306256294248712e-02
9.299999898672104415e-01,9.049101456999777415e-01,2.508984416723269995e-02
8.499999833106994807e-01,8.313943693041800920e-01,1.860561400651938868e-02
8.700000146031379167e-01,7.789003586769103205e-01,9.109965592622759623e-02
8.499999833106994807e-01,7.432418373227118735e-01,1.067581459879876071e-01
8.100000096857546961e-01,7.163112342357635942e-01,9.368877544999110185e-02
7.399999891221522574e-01,6.531938953697681294e-01,8.680609375238412806e-02
7.199999874830245172e-01,6.525102086365222043e-01,6.748977884650231296e-02
6.600000122189522145e-01,6.449246248602866771e-01,1.507538735866553736e-02
6.400000105798244743e-01,6.253849315643310591e-01,1.461507901549341515e-02
6.400000105798244743e-01,6.420668463408947257e-01,2.066835761070251465e-03
6.000000073015689939e-01,6.780444373190402940e-01,7.804443001747130015e-02
6.499999965727328854e-01,6.800113414227961783e-01,3.001134485006329289e-02
6.099999932944775161e-01,6.798681752383708421e-01,6.986818194389332604e-02
6.200000089406967341e-01,6.619442315399646226e-01,4.194422259926788854e-02
6.000000073015689939e-01,6.377236741781234786e-01,3.772366687655448469e-02
6.099999932944775161e-01,6.069999381899833235e-01,3.000055104494192548e-03
6.699999982118606257e-01,5.909589204192161604e-01,7.904107779264446521e-02
6.499999965727328854e-01,6.029347065091132940e-01,4.706529006361959144e-02
7.300000031292438463e-01,6.073078581690787292e-01,1.226921449601651171e-01
7.700000064074992157e-01,6.348282359540462494e-01,1.351717704534529663e-01
7.500000047683714754e-01,6.516761499643325406e-01,9.832385480403893485e-02
7.599999907612799976e-01,6.953694730997085349e-01,6.463051766157146272e-02
7.799999924004077378e-01,7.254534389078617362e-01,5.454655349254600161e-02
7.900000080466269559e-01,7.581903974711894367e-01,3.180961057543751913e-02
7.799999924004077378e-01,7.420676848292350192e-01,3.793230757117271867e-02
8.100000096857546961e-01,7.678021326661109702e-01,4.219787701964372584e-02
8.600000286102293945e-01,7.753429102897644309e-01,8.465711832046496355e-02
8.899999865889549611e-01,8.076361960172653287e-01,8.236379057168963236e-02
9.799999791383742220e-01,8.999327781796455650e-01,8.006720095872865706e-02
1.059999985694885183e+00,9.550521150231361389e-01,1.049478706717490439e-01
1.049999999701976661e+00,1.016714573502540464e+00,3.328542619943619663e-02
1.189999981522560146e+00,1.071768376529216749e+00,1.182316049933433977e-01
1.170000009536743102e+00,1.115938702821731576e+00,5.406130671501152563e-02
1.109999974966049185e+00,1.159962838292121878e+00,4.996286332607269287e-02
1.410000029206275984e+00,1.207207145392894754e+00,2.027928838133812306e-01
1.369999966621398890e+00,1.284474777281284341e+00,8.552518934011454910e-02
1.390000057220458940e+00,1.381186381578445310e+00,8.813675642013629741e-03
1.499999962449073632e+00,1.477671612501144427e+00,2.232834994792920469e-02
1.629999958276748595e+00,1.532908020615577627e+00,9.709193766117096835e-02
1.620000031590461687e+00,1.599552175998687709e+00,2.044785559177397793e-02
1.789999971389770517e+00,1.666871596574783343e+00,1.231283748149871737e-01
1.679999947547912598e+00,1.750620256066322211e+00,7.062030851840961354e-02
1.750000027418136428e+00,1.784993069171905367e+00,3.499304175376893866e-02
1.750000027418136428e+00,1.839137642383575244e+00,8.913761496543881613e-02
1.819999988675117475e+00,1.849563034772872872e+00,2.956304609775539660e-02
1.839999960660934297e+00,1.838957350254058820e+00,1.042610406875477125e-03
1.869999977946281255e+00,1.818057578206062175e+00,5.194239974021908068e-02
1.789999971389770517e+00,1.807617003321647653e+00,1.761703193187713623e-02
1.889999949932098300e+00,1.773342639207839966e+00,1.166573107242583340e-01
1.899999995231628214e+00,1.731590421795844881e+00,1.684095734357833329e-01
1.650000048875808645e+00,1.708369863033294633e+00,5.836981415748598856e-02
1.559999997019767770e+00,1.639142192602157433e+00,7.914219558238966279e-02
1.590000014305114728e+00,1.560691868066787613e+00,2.930814623832711519e-02
1.590000014305114728e+00,1.513695166110992307e+00,7.630484819412242103e-02
1.559999997019767770e+00,1.487179531455040005e+00,7.282046556472776544e-02
1.750000027418136428e+00,1.462936882376670855e+00,2.870631450414655728e-01
1.750000027418136428e+00,1.490235483050346366e+00,2.597645443677900623e-01
1.800000016689300431e+00,1.563864416480064357e+00,2.361356002092360740e-01
1.899999995231628214e+00,1.638961070179939084e+00,2.610389250516891302e-01
1.839999960660934297e+00,1.698048020005226144e+00,1.419519406557081531e-01
1.869999977946281255e+00,1.731523286700248576e+00,1.384766912460326793e-01
1.869999977946281255e+00,1.720108422636985601e+00,1.498915553092956543e-01
1.670000020861625689e+00,1.766459512710571111e+00,9.645949184894542228e-02
1.839999960660934297e+00,1.670064546465873656e+00,1.699354141950606412e-01
1.700000038146972647e+00,1.771913942694663957e+00,7.191390454769130969e-02
1.629999958276748595e+00,1.748025354146957255e+00,1.180253958702086603e-01
1.599999940991401637e+00,1.655184515118598876e+00,5.518457412719723898e-02
1.520000053048133681e+00,1.633263483047485254e+00,1.132634299993515725e-01
1.520000053048133681e+00,1.612979432344436637e+00,9.297937929630295528e-02
1.599999940991401637e+00,1.480800748467445249e+00,1.191991925239563876e-01
1.510000007748603768e+00,1.517120123505592222e+00,7.120115756988454336e-03
1.499999962449073632e+00,1.457104906439781189e+00,4.289505600929244267e-02
1.520000053048133681e+00,1.453473917841911156e+00,6.652613520622252530e-02
1.460000018477439765e+00,1.465202276706695450e+00,5.202258229255685151e-03
1.629999958276748595e+00,1.444308909773826644e+00,1.856910485029219515e-01
1.599999940991401637e+00,1.512125912904739300e+00,8.787402808666233689e-02
1.579999969005584592e+00,1.529258409738540658e+00,5.074155926704393416e-02
1.559999997019767770e+00,1.529742826223373431e+00,3.025717079639433926e-02
1.419999955892562893e+00,1.514440531730651740e+00,9.444057583808884715e-02
1.499999962449073632e+00,1.472161552906036341e+00,2.783840954303729021e-02
1.360000039935111982e+00,1.443851299881935057e+00,8.385125994682307571e-02
1.419999955892562893e+00,1.393042012453079126e+00,2.695794343948376692e-02
1.319999977350234888e+00,1.354221914410591143e+00,3.422193706035625560e-02
1.380000011920928804e+00,1.302737539708614278e+00,7.726247221231452578e-02
1.290000019371509543e+00,1.280352374017238448e+00,9.647645354271094931e-03
1.260000002086162585e+00,1.238632300794124452e+00,2.136770129203813262e-02
1.330000022649765024e+00,1.214758064448833386e+00,1.152419582009316379e-01
1.269999988079070885e+00,1.241559853553771964e+00,2.844013452529892128e-02
1.200000026822090060e+00,1.243244932591915042e+00,4.324490576982498169e-02
1.250000016093254063e+00,1.252792942821979505e+00,2.792926728725442231e-03
1.269999988079070885e+00,1.256683338582515574e+00,1.331664949655531061e-02
1.319999977350234888e+00,1.267415524125099058e+00,5.258445322513582987e-02
1.309999991357326365e+00,1.281109838187694416e+00,2.889015316963194913e-02
1.399999983906745848e+00,1.263622569143772134e+00,1.363774147629737143e-01
1.300000005364417843e+00,1.272003069221973259e+00,2.799693614244458395e-02
1.349999994635581846e+00,1.259184476733207658e+00,9.081551790237418764e-02
1.380000011920928804e+00,1.276115034520626024e+00,1.038849774003027804e-01
1.319999977350234888e+00,1.296848866641521436e+00,2.315111070871345156e-02
1.290000019371509543e+00,1.278436177074909086e+00,1.156384229660045726e-02
1.369999966621398890e+00,1.256872645318507953e+00,1.131273213028909375e-01
1.440000046491622943e+00,1.210893051922321328e+00,2.291069945693016141e-01
1.300000005364417843e+00,1.240292945504188449e+00,5.970705986022939449e-02
1.339999949336051932e+00,1.207482802569866065e+00,1.325171467661858671e-01
1.360000039935111982e+00,1.211989038288593168e+00,1.480110016465188139e-01
1.430000001192092807e+00,1.239487798810005037e+00,1.905122023820877697e-01
1.279999974071979407e+00,1.167417028248310062e+00,1.125829458236693448e-01
1.239999970793723927e+00,1.156091242730617363e+00,8.390872806310656351e-02
1.189999981522560146e+00,1.118965119719505186e+00,7.103486180305496056e-02
1.239999970793723927e+00,1.106326997280120850e+00,1.336729735136030772e-01
1.160000023543834580e+00,1.112277527153491929e+00,4.772249639034265023e-02
1.130000006258487621e+00,1.123188877999782509e+00,6.811128258705112515e-03
1.130000006258487621e+00,1.114154700338840343e+00,1.584530591964727897e-02
1.130000006258487621e+00,1.094217000305652610e+00,3.578300595283501195e-02
1.189999981522560146e+00,1.077668436467647428e+00,1.123315450549127181e-01
1.019999982416629702e+00,1.088316584527492470e+00,6.831660211086276746e-02
9.900000244379043579e-01,1.083171201348304580e+00,9.317117691040022187e-02
1.030000027716159838e+00,1.045498508512973768e+00,1.549848079681392932e-02
9.500000211596488775e-01,1.017563607096672040e+00,6.756358593702316284e-02
8.800000005960464389e-01,9.684185820817947654e-01,8.841858148574832654e-02
9.399999758601187416e-01,9.036476856470108121e-01,3.635229021310792952e-02
9.200000038743019193e-01,8.736432203650474904e-01,4.635678350925442892e-02
9.399999758601187416e-01,8.847319573163985318e-01,5.526801854372020983e-02
1.000000010430812880e+00,8.876401761174201877e-01,1.123598343133926925e-01
9.699999931454656998e-01,9.003534993529318520e-01,6.964649379253384787e-02
1.000000010430812880e+00,9.228936332464217074e-01,7.710637718439117272e-02
9.100000178813933971e-01,9.329492488503454695e-01,2.294923096895207237e-02
9.900000244379043579e-01,9.113265883922576638e-01,7.867343604564669413e-02
8.399999973177909585e-01,9.071677115559577675e-01,6.716771423816680908e-02
8.499999833106994807e-01,8.873985609412193831e-01,3.739857763051990247e-02
8.300000113248824363e-01,8.477623444795607810e-01,1.776233315467834473e-02
8.199999956786632183e-01,8.135401108860969011e-01,6.459884792566317202e-03
7.799999924004077378e-01,7.888008281588554382e-01,8.800835758447700385e-03
7.999999940395354781e-01,7.685446219146251368e-01,3.145537212491034129e-02
7.399999891221522574e-01,7.716485822200774836e-01,3.164859309792522613e-02
7.700000064074992157e-01,7.648075041174888788e-01,5.192502290010336807e-03
7.300000031292438463e-01,7.511661805212497267e-01,2.116617739200588044e-02
7.399999891221522574e-01,7.419659146666526262e-01,1.965925544500368716e-03
7.700000064074992157e-01,7.161955566704272247e-01,5.380444973707199097e-02
7.100000014901161061e-01,7.258608753979205463e-01,1.586087390780444029e-02
7.100000014901161061e-01,7.122113674879073653e-01,2.211365997791259197e-03
7.799999924004077378e-01,7.213424818217754053e-01,5.865751057863233253e-02
7.500000047683714754e-01,7.212363526225089583e-01,2.876365214586251717e-02
6.800000138580799547e-01,7.075992694497108548e-01,2.759925559163090014e-02
6.999999858438967770e-01,6.780125007033348528e-01,2.198748514056192427e-02
7.199999874830245172e-01,6.595735679566859799e-01,6.042641952633853730e-02
7.199999874830245172e-01,6.566246648132800789e-01,6.337532266974443829e-02
7.399999891221522574e-01,6.700918345153331623e-01,6.990815460681909510e-02
6.699999982118606257e-01,7.163982963562012252e-01,4.639829814434059951e-02
6.899999998509883659e-01,7.023981973528861111e-01,1.239819750189774528e-02
7.100000014901161061e-01,6.819737678766251143e-01,2.802623361349099174e-02
7.100000014901161061e-01,6.486055496335029202e-01,6.139445185661318583e-02
6.800000138580799547e-01,6.353584668040275218e-01,4.464154705405243284e-02
6.499999965727328854e-01,6.113971090316772106e-01,3.860288754105567488e-02
6.299999949336052563e-01,5.838773836195468858e-01,4.612261131405837045e-02
5.800000056624412537e-01,5.822163534164428444e-01,2.216347754001590786e-03
5.800000056624412537e-01,5.992893360555171522e-01,1.928933039307589858e-02
5.600000040233135135e-01,5.753845864534378185e-01,1.538458243012430504e-02
5.400000023841857733e-01,5.517793056368827109e-01,1.177930325269693768e-02
5.500000032037496434e-01,5.445649516582489191e-01,5.435051545500724224e-03
5.300000015646219031e-01,5.353098864853381711e-01,5.309884920716267942e-03
4.799999974668026081e-01,5.246003264188766613e-01,4.460032895207405312e-02
4.599999958276748679e-01,5.003652685880660700e-01,4.036527276039120204e-02
5.099999999254941629e-01,4.847705331444740473e-01,2.522946678102011564e-02
4.599999958276748679e-01,4.945455691218376137e-01,3.454557329416274580e-02
4.999999991059302928e-01,4.569125820696353646e-01,4.308741703629492825e-02
4.500000024214386718e-01,4.350482026487588749e-01,1.495179977267979687e-02
4.899999982863664227e-01,4.320958448946475849e-01,5.790415339171883780e-02
4.500000024214386718e-01,4.463041990995407216e-01,3.695803321897950244e-03
4.300000007823109871e-01,4.599034891277551385e-01,2.990348834544415135e-02
4.300000007823109871e-01,4.614708296954631583e-01,3.147082891315217124e-02
4.699999966472387380e-01,4.639159972220658901e-01,6.083999425172847975e-03
4.500000024214386718e-01,4.894912512600422261e-01,3.949124883860355428e-02
4.599999958276748679e-01,5.102174624800681624e-01,5.021746665239329444e-02
4.599999958276748679e-01,5.268877235054969521e-01,6.688772767782208417e-02
4.599999958276748679e-01,5.239804832637310339e-01,6.398048743605616595e-02
4.899999982863664227e-01,4.812690405547618844e-01,8.730957731604538363e-03
5.099999999254941629e-01,4.464740384370088355e-01,6.352596148848532742e-02
4.699999966472387380e-01,4.287566152215003812e-01,4.124338142573835686e-02
4.500000024214386718e-01,4.204888422042131202e-01,2.951116021722555161e-02
4.199999999627471170e-01,4.343561833351850532e-01,1.435618337243793619e-02
3.900000012107193714e-01,4.534740879386663370e-01,6.347408672794696560e-02
4.199999999627471170e-01,4.288050390779972187e-01,8.805039115250101744e-03
4.799999974668026081e-01,4.708242104202509104e-01,9.175787046551697745e-03
5.500000032037496434e-01,4.721259462833404807e-01,7.787405692040916261e-02
6.499999965727328854e-01,5.351302763819694164e-01,1.148697201907634691e-01
6.999999858438967770e-01,6.115263085067271787e-01,8.847367733716959837e-02
8.399999973177909585e-01,6.621241974830627264e-01,1.778757998347282321e-01
8.300000113248824363e-01,7.456933654844760673e-01,8.430664584040636900e-02
8.999999725818632612e-01,8.154229182004928411e-01,8.457705438137042009e-02
8.999999725818632612e-01,8.836442738771437266e-01,1.635569870471953458e-02
9.299999898672104415e-01,9.279548603296279286e-01,2.045129537582512924e-03
8.600000286102293945e-01,9.235877579450606500e-01,6.358772933483125556e-02
8.499999833106994807e-01,8.914877524971962508e-01,4.148776918649677015e-02
8.300000113248824363e-01,8.565988531708716991e-01,2.659884184598926282e-02
7.999999940395354781e-01,8.354884833097457886e-01,3.548848927021031052e-02
8.300000113248824363e-01,7.983984780311583762e-01,3.160153329372406006e-02
8.199999956786632183e-01,7.776870045065880088e-01,4.231299117207520943e-02
7.700000064074992157e-01,7.585111573338507718e-01,1.148884907364844388e-02
7.799999924004077378e-01,7.235742789506911521e-01,5.642571344971658576e-02
7.100000014901161061e-01,6.850677053630351843e-01,2.493229612708092180e-02
6.800000138580799547e-01,6.289765702188014895e-01,5.102344363927846516e-02
7.100000014901161061e-01,5.837073515355586384e-01,1.262926499545574677e-01
6.499999965727328854e-01,5.879868876934051247e-01,6.201310887932776073e-02
6.699999982118606257e-01,5.967519912123679937e-01,7.324800699949263194e-02
6.600000122189522145e-01,6.482863020896911799e-01,1.171371012926103461e-02
6.499999965727328854e-01,6.386452101171016249e-01,1.135478645563126054e-02
6.400000105798244743e-01,6.981394185125827656e-01,5.813940793275829133e-02
6.400000105798244743e-01,7.275963057577610194e-01,8.759629517793654507e-02
6.400000105798244743e-01,6.737790161371230990e-01,3.377900555729862475e-02
6.600000122189522145e-01,6.379920959472655806e-01,2.200791627168663389e-02
6.299999949336052563e-01,6.473504139482975095e-01,1.735041901469225323e-02
6.400000105798244743e-01,6.275849699974059837e-01,1.241504058241849062e-02
7.199999874830245172e-01,6.013036261498927448e-01,1.186963613331317724e-01
7.100000014901161061e-01,5.994700433313846499e-01,1.105299581587314561e-01
7.700000064074992157e-01,6.806195308268070399e-01,8.938047558069217580e-02
7.900000080466269559e-01,7.330418694019317227e-01,5.695813864469523313e-02
9.200000038743019193e-01,7.775239706039428489e-01,1.424760332703590704e-01
9.699999931454656998e-01,8.447881767153739840e-01,1.252118164300917158e-01
1.009999996423721180e+00,9.006088736653328208e-01,1.093911227583883594e-01
1.059999985694885183e+00,9.505308747291565385e-01,1.094691109657286443e-01
1.049999999701976661e+00,9.849755674600599864e-01,6.502443224191667426e-02
1.059999985694885183e+00,9.916346335411070356e-01,6.836535215377814723e-02
1.040000013709068138e+00,1.001591147780418245e+00,3.840886592864989346e-02
1.069999971687793705e+00,1.028948580622673026e+00,4.105139106512067926e-02
1.219999998807907104e+00,1.070373010337352770e+00,1.496269884705543340e-01
1.250000016093254063e+00,1.136675263047218332e+00,1.133247530460357311e-01
1.349999994635581846e+00,1.205617905855178806e+00,1.443820887804030395e-01
1.330000022649765024e+00,1.290747994482517091e+00,3.925202816724793209e-02
1.410000029206275984e+00,1.358831818103790168e+00,5.116821110248581661e-02
1.590000014305114728e+00,1.422250286340713377e+00,1.677497279644013517e-01
1.570000042319297684e+00,1.442491873502731226e+00,1.275081688165664584e-01
1.490000035762786723e+00,1.493206151723861730e+00,3.206115961075006737e-03
1.670000020861625689e+00,1.599927942752838117e+00,7.007207810878757215e-02
1.940000057816505308e+00,1.706724815964698605e+00,2.332752418518067028e-01
2.120000042915343830e+00,1.863324780464172159e+00,2.566752624511716707e-01
2.099999952316284002e+00,2.014832915663718804e+00,8.516703665256519784e-02
2.190000004172325099e+00,2.091393494009971210e+00,9.860651016235388866e-02
1.949999984502792216e+00,2.132831742167472733e+00,1.828317576646805165e-01
1.889999949932098300e+00,2.102843111753463390e+00,2.128431618213650900e-01
1.869999977946281255e+00,2.016791220307350141e+00,1.467912423610688855e-01
1.869999977946281255e+00,1.951062403321266014e+00,8.106242537498475897e-02
1.819999988675117475e+00,1.880748235583305172e+00,6.074824690818769746e-02
1.769999999403953472e+00,1.803792437911033497e+00,3.379243850708002483e-02
1.860000051259994347e+00,1.697941149473190192e+00,1.620589017868041548e-01
1.919999967217445258e+00,1.702398872375488148e+00,2.176010948419571100e-01
2.120000042915343830e+00,1.774469820857047964e+00,3.455302220582958661e-01
2.319999999999999840e+00,1.890415214896201901e+00,4.295847851037979392e-01
2.120000042915343830e+00,2.067101383209228427e+00,5.289865970611540291e-02
2.359999943971633929e+00,2.097837514281272853e+00,2.621624296903610762e-01
2.600000082254409595e+00,2.143283941149711325e+00,4.567161411046982700e-01
2.430000023841857537e+00,2.250376754403113910e+00,1.796232694387436268e-01
2.280000056028365751e+00,2.351532144546508718e+00,7.153208851814296665e-02
2.690000015497207464e+00,2.393344973325729264e+00,2.966550421714782004e-01
2.399999887943267574e+00,2.480344228744506552e+00,8.034434080123897814e-02
2.469999967813491626e+00,2.477263605594634654e+00,7.263637781143028604e-03
2.190000004172325099e+00,2.449229840040206607e+00,2.592298358678815084e-01
2.490000058412551898e+00,2.348823255300521495e+00,1.411768031120304023e-01
2.099999952316284002e+00,2.333321927785873218e+00,2.333219754695892156e-01
2.459999922513961490e+00,2.254787980914115586e+00,2.052119415998459040e-01
2.590000036954879459e+00,2.257162855267524471e+00,3.328371816873549882e-01
2.810000084638595297e+00,2.270787246823310568e+00,5.392128378152847290e-01
2.860000073909759077e+00,2.356062458753585442e+00,5.039376151561736350e-01
2.579999991655349323e+00,2.509093232154846032e+00,7.090675950050329135e-02
2.629999980926513548e+00,2.574066720008850062e+00,5.593326091766348540e-02
2.590000036954879459e+00,2.679703437089919760e+00,8.970340013504030097e-02
2.869999881982803203e+00,2.655558525323867602e+00,2.144413566589356002e-01
3.049999985694884952e+00,2.638825280666351247e+00,4.111747050285337046e-01
3.060000030994415088e+00,2.776344763040542230e+00,2.836552679538728583e-01
2.960000052452087083e+00,2.920234725475311155e+00,3.976532697677592765e-02
3.130000110864639140e+00,2.882952922582626254e+00,2.470471882820128862e-01
3.170000054836272785e+00,2.886403381824492964e+00,2.835966730117798207e-01
3.170000054836272785e+00,2.942654763460159195e+00,2.273452913761135896e-01
3.180000100135802921e+00,2.979880818128585407e+00,2.001192820072175138e-01
2.989999951124191035e+00,3.038704921007155946e+00,4.870496988296491025e-02
2.850000028610229386e+00,3.024320930242538008e+00,1.743209016323086225e-01
2.779999948740005333e+00,2.925751190185546857e+00,1.457512414455415239e-01
2.609999890327453276e+00,2.831756125688552839e+00,2.217562353610995629e-01
2.729999959468841553e+00,2.813220196962356479e+00,8.322023749351492583e-02
2.629999980926513548e+00,2.969449732303619083e+00,3.394497513771055353e-01
2.669999924898147192e+00,3.135115425586699978e+00,4.651155006885527854e-01
2.979999905824660900e+00,3.183128643035888494e+00,2.031287372112275946e-01
2.760000095367431516e+00,3.142247402667999179e+00,3.822473073005676625e-01
2.729999959468841553e+00,2.968015223741530928e+00,2.380152642726893752e-01
2.369999989271163621e+00,2.754660127162932959e+00,3.846601378917693381e-01
2.129999969601630738e+00,2.437063442468642815e+00,3.070634728670120772e-01
2.280000056028365751e+00,2.167687073945999021e+00,1.123129820823667302e-01
2.170000032186508054e+00,2.038682243227958324e+00,1.313177889585497304e-01
2.220000021457671835e+00,2.002478278875350792e+00,2.175217425823210426e-01
2.040000036358832869e+00,2.017890527844428572e+00,2.210950851440429688e-02
2.070000053644180049e+00,1.978798449635505552e+00,9.120160400867449724e-02
2.010000019073486133e+00,1.939519555568695042e+00,7.048046350479109101e-02
1.990000047087669310e+00,1.900433526635169956e+00,8.956652045249935412e-02
1.889999949932098300e+00,1.867274245619773732e+00,2.272570431232456833e-02
1.960000029802322352e+00,1.843792737722396824e+00,1.162072920799255282e-01
1.899999995231628214e+00,1.820275408625602553e+00,7.972458660602566027e-02
1.919999967217445258e+00,1.851437005400657476e+00,6.856296181678778190e-02
2.029999991059303177e+00,1.794348688721656648e+00,2.356513023376465288e-01
1.990000047087669310e+00,1.883749743700027457e+00,1.062503033876418534e-01
2.209999976158141699e+00,1.873299561142921288e+00,3.367004150152204112e-01
1.830000033974647389e+00,1.911000780463218529e+00,8.100074648857114035e-02
1.739999982118606514e+00,1.870333281159400896e+00,1.303332990407943814e-01
1.689999992847442511e+00,1.794828123450279200e+00,1.048281306028366888e-01
1.510000007748603768e+00,1.674599961042404050e+00,1.645999532938002829e-01
1.559999997019767770e+00,1.563989672064781011e+00,3.989675045013241217e-03
1.549999951720237634e+00,1.502399626970291058e+00,4.760032474994657647e-02
1.430000001192092807e+00,1.379731352925300580e+00,5.026864826679222631e-02
1.339999949336051932e+00,1.368444353938102598e+00,2.844440460205066579e-02
1.290000019371509543e+00,1.275186055600643131e+00,1.481396377086641181e-02
1.300000005364417843e+00,1.221527678072452439e+00,7.847232729196540468e-02
1.319999977350234888e+00,1.184475332498550415e+00,1.355246448516844726e-01
1.229999984800815405e+00,1.165034147500991768e+00,6.496583729982363664e-02
1.229999984800815405e+00,1.133175875842571179e+00,9.682410895824422603e-02
1.229999984800815405e+00,1.106201385855674735e+00,1.237985989451406699e-01
1.219999998807907104e+00,1.129226351380348214e+00,9.077364742755889004e-02
1.179999995529651624e+00,1.095485094487667066e+00,8.451490104198455811e-02
1.149999978244304666e+00,1.107059552669525049e+00,4.294042557477961708e-02
1.139999992251396144e+00,1.120482716858386851e+00,1.951727539300929237e-02
1.210000012814998582e+00,1.074984337389468969e+00,1.350156754255296132e-01
1.219999998807907104e+00,1.114331611990928561e+00,1.056683868169785434e-01
1.239999970793723927e+00,1.151131429970264408e+00,8.886854082345951866e-02
1.319999977350234888e+00,1.197643596827983714e+00,1.223563805222511736e-01
1.210000012814998582e+00,1.250193059146404106e+00,4.019304633140552419e-02
1.210000012814998582e+00,1.258437628448009438e+00,4.843761563301085538e-02
1.250000016093254063e+00,1.263236186504363978e+00,1.323617041110991543e-02
1.269999988079070885e+00,1.246046102941036127e+00,2.395388513803475838e-02
1.239999970793723927e+00,1.246416769325733087e+00,6.416798532009160283e-03
1.260000002086162585e+00,1.246046933233737830e+00,1.395306885242475481e-02
1.189999981522560146e+00,1.246563315987586851e+00,5.656333446502670448e-02
